date,home_team,away_team,home_score,away_score,tournament,neutral,year,home_elo,away_elo,elo_diff,result
1993-06-27,Brazil,Argentina,1.0,1.0,Copa América,True,1993,1951.0,1928.0,23.0,draw
1993-06-28,South Korea,Egypt,0.0,1.0,Korea Cup,False,1993,1667.0,1652.0,15.0,away_win
1993-06-30,Ecuador,Mexico,0.0,2.0,Copa América,False,1993,1634.0,1892.0,-258.0,away_win
1993-07-01,Colombia,Argentina,0.0,0.0,Copa América,True,1993,1934.0,1928.0,6.0,draw
1993-07-03,Ecuador,Colombia,0.0,1.0,Copa América,False,1993,1634.0,1934.0,-300.0,away_win
1993-07-04,Argentina,Mexico,2.0,1.0,Copa América,True,1993,1928.0,1892.0,36.0,home_win
1993-07-11,Egypt,Morocco,1.0,1.0,African Cup of Nations qualification,False,1993,1652.0,1663.0,-11.0,draw
1993-07-14,Brazil,Paraguay,2.0,0.0,Friendly,False,1993,1951.0,1696.0,255.0,home_win
1993-07-14,United States,Panama,2.0,1.0,Gold Cup,False,1993,1621.0,1304.0,317.0,home_win
1993-07-17,Senegal,Morocco,1.0,3.0,FIFA World Cup qualification,False,1993,1442.0,1663.0,-221.0,away_win
1993-07-18,Ecuador,Brazil,0.0,0.0,FIFA World Cup qualification,False,1993,1634.0,1951.0,-317.0,draw
1993-07-18,Ivory Coast,Algeria,1.0,0.0,FIFA World Cup qualification,False,1993,1625.0,1619.0,6.0,home_win
1993-07-18,Mexico,Canada,8.0,0.0,Gold Cup,False,1993,1892.0,1599.0,293.0,home_win
1993-07-25,Algeria,Senegal,4.0,0.0,African Cup of Nations qualification,False,1993,1619.0,1442.0,177.0,home_win
1993-07-25,Mexico,United States,4.0,0.0,Gold Cup,False,1993,1892.0,1621.0,271.0,home_win
1993-07-31,Canada,Australia,2.0,1.0,FIFA World Cup qualification,False,1993,1599.0,1721.0,-122.0,home_win
1993-08-01,Colombia,Paraguay,0.0,0.0,FIFA World Cup qualification,False,1993,1934.0,1696.0,238.0,draw
1993-08-01,Uruguay,Ecuador,0.0,0.0,FIFA World Cup qualification,False,1993,1796.0,1634.0,162.0,draw
1993-08-08,Brazil,Mexico,1.0,1.0,Friendly,False,1993,1951.0,1892.0,59.0,draw
1993-08-08,Paraguay,Argentina,1.0,3.0,FIFA World Cup qualification,False,1993,1696.0,1928.0,-232.0,away_win
1993-08-11,Sweden,Switzerland,1.0,2.0,Friendly,False,1993,1882.0,1845.0,37.0,away_win
1993-08-15,Australia,Canada,2.0,1.0,FIFA World Cup qualification,False,1993,1721.0,1599.0,122.0,home_win
1993-08-15,Colombia,Argentina,2.0,1.0,FIFA World Cup qualification,False,1993,1934.0,1928.0,6.0,home_win
1993-08-15,Uruguay,Brazil,1.0,1.0,FIFA World Cup qualification,False,1993,1796.0,1951.0,-155.0,draw
1993-08-22,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,False,1993,1951.0,1634.0,317.0,home_win
1993-08-22,Paraguay,Colombia,1.0,1.0,FIFA World Cup qualification,False,1993,1696.0,1934.0,-238.0,draw
1993-08-22,Sweden,France,1.0,1.0,FIFA World Cup qualification,False,1993,1882.0,1886.0,-4.0,draw
1993-08-29,Argentina,Paraguay,0.0,0.0,FIFA World Cup qualification,False,1993,1928.0,1696.0,232.0,draw
1993-09-05,Argentina,Colombia,0.0,5.0,FIFA World Cup qualification,False,1993,1928.0,1934.0,-6.0,away_win
1993-09-05,Ecuador,Uruguay,0.0,1.0,FIFA World Cup qualification,False,1993,1634.0,1796.0,-162.0,away_win
1993-09-08,Norway,United States,1.0,0.0,Friendly,False,1993,1853.0,1621.0,232.0,home_win
1993-09-08,Scotland,Switzerland,1.0,1.0,FIFA World Cup qualification,False,1993,1765.0,1845.0,-80.0,draw
1993-09-19,Brazil,Uruguay,2.0,0.0,FIFA World Cup qualification,False,1993,1951.0,1796.0,155.0,home_win
1993-09-22,Tunisia,Germany,1.0,1.0,Friendly,False,1993,1635.0,2014.0,-379.0,draw
1993-09-24,South Korea,Australia,1.0,1.0,Friendly,False,1993,1667.0,1721.0,-54.0,draw
1993-09-26,South Korea,Australia,1.0,0.0,Friendly,False,1993,1667.0,1721.0,-54.0,home_win
1993-10-04,Japan,Ivory Coast,1.0,0.0,Friendly,False,1993,1646.0,1625.0,21.0,home_win
1993-10-06,Mexico,South Africa,4.0,0.0,Friendly,True,1993,1892.0,1602.0,290.0,home_win
1993-10-13,Germany,Uruguay,5.0,0.0,Friendly,False,1993,2014.0,1796.0,218.0,home_win
1993-10-13,Netherlands,England,2.0,0.0,FIFA World Cup qualification,False,1993,1994.0,1877.0,117.0,home_win
1993-10-13,Portugal,Switzerland,1.0,0.0,FIFA World Cup qualification,False,1993,1829.0,1845.0,-16.0,home_win
1993-10-13,United States,Mexico,1.0,1.0,Friendly,False,1993,1621.0,1892.0,-271.0,draw
1993-10-15,Saudi Arabia,Japan,0.0,0.0,FIFA World Cup qualification,True,1993,1679.0,1646.0,33.0,draw
1993-10-16,Iran,South Korea,0.0,3.0,FIFA World Cup qualification,True,1993,1568.0,1667.0,-99.0,away_win
1993-10-18,Japan,Iran,1.0,2.0,FIFA World Cup qualification,True,1993,1646.0,1568.0,78.0,away_win
1993-10-19,Iraq,South Korea,2.0,2.0,FIFA World Cup qualification,True,1993,1656.0,1667.0,-11.0,draw
1993-10-22,Iran,Iraq,1.0,2.0,FIFA World Cup qualification,True,1993,1568.0,1656.0,-88.0,away_win
1993-10-22,South Korea,Saudi Arabia,1.0,1.0,FIFA World Cup qualification,True,1993,1667.0,1679.0,-12.0,draw
1993-10-24,Iraq,Saudi Arabia,1.0,1.0,FIFA World Cup qualification,True,1993,1656.0,1679.0,-23.0,draw
1993-10-25,Japan,South Korea,1.0,0.0,FIFA World Cup qualification,True,1993,1646.0,1667.0,-21.0,home_win
1993-10-28,Iraq,Japan,2.0,2.0,FIFA World Cup qualification,True,1993,1656.0,1646.0,10.0,draw
1993-10-28,Saudi Arabia,Iran,4.0,3.0,FIFA World Cup qualification,True,1993,1679.0,1568.0,111.0,home_win
1993-10-31,Australia,Argentina,1.0,1.0,FIFA World Cup qualification,False,1993,1721.0,1928.0,-207.0,draw
1993-11-07,Tunisia,Egypt,2.0,1.0,Friendly,False,1993,1635.0,1652.0,-17.0,home_win
1993-11-10,Austria,Sweden,1.0,1.0,FIFA World Cup qualification,False,1993,1646.0,1882.0,-236.0,draw
1993-11-10,Turkey,Norway,2.0,1.0,FIFA World Cup qualification,False,1993,1593.0,1853.0,-260.0,home_win
1993-11-17,Argentina,Australia,1.0,0.0,FIFA World Cup qualification,False,1993,1928.0,1721.0,207.0,home_win
1993-11-17,Germany,Brazil,2.0,1.0,Friendly,False,1993,2014.0,1951.0,63.0,home_win
1993-12-15,Argentina,Germany,2.0,1.0,Friendly,True,1993,1928.0,2014.0,-86.0,home_win
1993-12-16,Mexico,Brazil,0.0,1.0,Friendly,False,1993,1892.0,1951.0,-59.0,away_win
1993-12-18,United States,Germany,0.0,3.0,Friendly,False,1993,1621.0,2014.0,-393.0,away_win
1993-12-22,Mexico,Germany,0.0,0.0,Friendly,False,1993,1892.0,2014.0,-122.0,draw
1993-12-29,Ghana,Egypt,0.0,0.0,Friendly,False,1993,1614.0,1652.0,-38.0,draw
1993-12-31,Ghana,Tunisia,1.0,1.0,Friendly,False,1993,1614.0,1635.0,-21.0,draw
1994-01-02,Ghana,Egypt,2.0,1.0,Friendly,False,1994,1645.0,1619.0,26.0,home_win
1994-01-15,United States,Norway,2.0,1.0,Friendly,False,1994,1624.0,1874.0,-250.0,home_win
1994-01-19,Spain,Portugal,2.0,2.0,Friendly,False,1994,1996.0,1866.0,130.0,draw
1994-01-19,Tunisia,Netherlands,2.0,2.0,Friendly,False,1994,1575.0,1957.0,-382.0,draw
1994-01-22,United States,Switzerland,1.0,1.0,Friendly,False,1994,1624.0,1870.0,-246.0,draw
1994-01-26,Mexico,Switzerland,1.0,5.0,Friendly,True,1994,1871.0,1870.0,1.0,away_win
1994-02-02,Egypt,Morocco,1.0,1.0,United Arab Emirates Friendship Tournament,True,1994,1619.0,1599.0,20.0,draw
1994-02-06,Saudi Arabia,Colombia,1.0,1.0,Friendly,False,1994,1639.0,1897.0,-258.0,draw
1994-02-18,Colombia,Sweden,0.0,0.0,Joe Robbie Cup,True,1994,1897.0,1949.0,-52.0,draw
1994-02-20,United States,Sweden,1.0,3.0,Joe Robbie Cup,False,1994,1624.0,1949.0,-325.0,away_win
1994-02-24,Mexico,Sweden,2.0,1.0,Friendly,True,1994,1871.0,1949.0,-78.0,home_win
1994-02-26,Colombia,South Korea,2.0,2.0,Friendly,True,1994,1897.0,1637.0,260.0,draw
1994-03-02,Mexico,Colombia,0.0,0.0,Friendly,False,1994,1871.0,1897.0,-26.0,draw
1994-03-05,United States,South Korea,1.0,0.0,Friendly,False,1994,1624.0,1637.0,-13.0,home_win
1994-03-12,United States,South Korea,1.0,1.0,Friendly,False,1994,1624.0,1637.0,-13.0,draw
1994-03-23,Brazil,Argentina,2.0,0.0,Friendly,False,1994,2069.0,1884.0,185.0,home_win
1994-03-23,Scotland,Netherlands,0.0,1.0,Friendly,False,1994,1759.0,1957.0,-198.0,away_win
1994-03-23,Spain,Croatia,0.0,2.0,Friendly,False,1994,1996.0,1909.0,87.0,away_win
1994-03-30,Tunisia,DR Congo,1.0,1.0,African Cup of Nations,False,1994,1575.0,1460.0,115.0,draw
1994-03-31,Ghana,Senegal,1.0,0.0,African Cup of Nations,True,1994,1645.0,1418.0,227.0,home_win
1994-04-03,Ghana,Ivory Coast,1.0,2.0,African Cup of Nations,True,1994,1645.0,1647.0,-2.0,away_win
1994-04-18,Tunisia,Saudi Arabia,2.0,0.0,Friendly,False,1994,1575.0,1639.0,-64.0,home_win
1994-04-20,Argentina,Morocco,3.0,1.0,Friendly,False,1994,1884.0,1599.0,285.0,home_win
1994-04-20,Austria,Scotland,1.0,2.0,Friendly,False,1994,1605.0,1759.0,-154.0,away_win
1994-04-20,Norway,Portugal,0.0,0.0,Friendly,False,1994,1874.0,1866.0,8.0,draw
1994-05-22,England,Norway,0.0,0.0,Friendly,False,1994,1894.0,1874.0,20.0,draw
1994-05-22,Japan,Australia,1.0,1.0,Kirin Cup,False,1994,1603.0,1720.0,-117.0,draw
1994-05-25,Ecuador,Argentina,1.0,0.0,Friendly,False,1994,1638.0,1884.0,-246.0,home_win
1994-05-25,United States,Saudi Arabia,0.0,0.0,Friendly,False,1994,1624.0,1639.0,-15.0,draw
1994-05-26,Australia,France,0.0,1.0,Kirin Cup,True,1994,1720.0,1908.0,-188.0,away_win
1994-05-27,Netherlands,Scotland,3.0,1.0,Friendly,False,1994,1957.0,1759.0,198.0,home_win
1994-05-29,Japan,France,1.0,4.0,Kirin Cup,False,1994,1603.0,1908.0,-305.0,away_win
1994-06-01,Canada,Morocco,1.0,1.0,Friendly,False,1994,1586.0,1599.0,-13.0,draw
1994-06-02,Austria,Germany,1.0,5.0,Friendly,False,1994,1605.0,1999.0,-394.0,away_win
1994-06-04,Croatia,Argentina,0.0,0.0,Friendly,False,1994,1909.0,1884.0,25.0,draw
1994-06-04,United States,Mexico,1.0,0.0,Friendly,False,1994,1624.0,1871.0,-247.0,home_win
1994-06-05,Canada,Brazil,1.0,1.0,Friendly,False,1994,1586.0,2069.0,-483.0,draw
1994-06-05,Ecuador,South Korea,2.0,1.0,Friendly,True,1994,1638.0,1637.0,1.0,home_win
1994-06-05,Sweden,Norway,2.0,0.0,Friendly,False,1994,1949.0,1874.0,75.0,home_win
1994-06-08,Australia,South Africa,1.0,0.0,Friendly,False,1994,1720.0,1642.0,78.0,home_win
1994-06-08,Canada,Germany,0.0,2.0,Friendly,False,1994,1586.0,1999.0,-413.0,away_win
1994-06-10,Canada,Spain,0.0,2.0,Friendly,False,1994,1586.0,1996.0,-410.0,away_win
1994-06-12,Australia,South Africa,1.0,0.0,Friendly,False,1994,1720.0,1642.0,78.0,home_win
1994-06-12,Canada,Netherlands,0.0,3.0,Friendly,False,1994,1586.0,1957.0,-371.0,away_win
1994-06-17,Spain,South Korea,2.0,2.0,FIFA World Cup,True,1994,1996.0,1637.0,359.0,draw
1994-06-18,United States,Switzerland,1.0,1.0,FIFA World Cup,False,1994,1624.0,1870.0,-246.0,draw
1994-06-19,Belgium,Morocco,1.0,0.0,FIFA World Cup,True,1994,1766.0,1599.0,167.0,home_win
1994-06-19,Norway,Mexico,1.0,0.0,FIFA World Cup,True,1994,1874.0,1871.0,3.0,home_win
1994-06-20,Netherlands,Saudi Arabia,2.0,1.0,FIFA World Cup,True,1994,1957.0,1639.0,318.0,home_win
1994-06-21,Germany,Spain,1.0,1.0,FIFA World Cup,True,1994,1999.0,1996.0,3.0,draw
1994-06-22,United States,Colombia,2.0,1.0,FIFA World Cup,False,1994,1624.0,1897.0,-273.0,home_win
1994-06-25,Belgium,Netherlands,1.0,0.0,FIFA World Cup,True,1994,1766.0,1957.0,-191.0,home_win
1994-06-25,Saudi Arabia,Morocco,2.0,1.0,FIFA World Cup,True,1994,1639.0,1599.0,40.0,home_win
1994-06-26,Switzerland,Colombia,0.0,2.0,FIFA World Cup,True,1994,1870.0,1897.0,-27.0,away_win
1994-06-27,Germany,South Korea,3.0,2.0,FIFA World Cup,True,1994,1999.0,1637.0,362.0,home_win
1994-06-28,Brazil,Sweden,1.0,1.0,FIFA World Cup,True,1994,2069.0,1949.0,120.0,draw
1994-06-29,Belgium,Saudi Arabia,0.0,1.0,FIFA World Cup,True,1994,1766.0,1639.0,127.0,away_win
1994-06-29,Morocco,Netherlands,1.0,2.0,FIFA World Cup,True,1994,1599.0,1957.0,-358.0,away_win
1994-07-02,Germany,Belgium,3.0,2.0,FIFA World Cup,True,1994,1999.0,1766.0,233.0,home_win
1994-07-02,Spain,Switzerland,3.0,0.0,FIFA World Cup,True,1994,1996.0,1870.0,126.0,home_win
1994-07-03,Saudi Arabia,Sweden,1.0,3.0,FIFA World Cup,True,1994,1639.0,1949.0,-310.0,away_win
1994-07-04,United States,Brazil,0.0,1.0,FIFA World Cup,False,1994,1624.0,2069.0,-445.0,away_win
1994-07-08,Japan,Ghana,3.0,2.0,Friendly,False,1994,1603.0,1645.0,-42.0,home_win
1994-07-09,Netherlands,Brazil,2.0,3.0,FIFA World Cup,True,1994,1957.0,2069.0,-112.0,away_win
1994-07-13,Sweden,Brazil,0.0,1.0,FIFA World Cup,True,1994,1949.0,2069.0,-120.0,away_win
1994-07-14,Japan,Ghana,2.0,1.0,Friendly,False,1994,1603.0,1645.0,-42.0,home_win
1994-08-23,Egypt,Ghana,2.0,0.0,Friendly,False,1994,1619.0,1645.0,-26.0,home_win
1994-09-07,England,United States,2.0,0.0,Friendly,False,1994,1894.0,1624.0,270.0,home_win
1994-09-27,Japan,Australia,0.0,0.0,Friendly,False,1994,1603.0,1720.0,-117.0,draw
1994-10-01,Saudi Arabia,Uzbekistan,1.0,4.0,Asian Games,True,1994,1639.0,1766.0,-127.0,away_win
1994-10-05,Japan,Qatar,1.0,1.0,Asian Games,False,1994,1603.0,1421.0,182.0,draw
1994-10-11,Japan,South Korea,2.0,3.0,Asian Games,False,1994,1603.0,1637.0,-34.0,away_win
1994-10-12,Norway,Netherlands,1.0,1.0,UEFA Euro qualification,False,1994,1874.0,1957.0,-83.0,draw
1994-10-12,Switzerland,Sweden,4.0,2.0,UEFA Euro qualification,False,1994,1870.0,1949.0,-79.0,home_win
1994-10-13,Uzbekistan,South Korea,1.0,0.0,Asian Games,True,1994,1766.0,1637.0,129.0,home_win
1994-10-19,Saudi Arabia,United States,2.0,1.0,Friendly,False,1994,1639.0,1624.0,15.0,home_win
1994-11-08,Tunisia,Ivory Coast,2.0,0.0,Friendly,False,1994,1575.0,1647.0,-72.0,home_win
1994-11-12,Qatar,Saudi Arabia,1.0,2.0,Gulf Cup,True,1994,1421.0,1639.0,-218.0,away_win
1994-11-13,Morocco,Ivory Coast,1.0,0.0,African Cup of Nations qualification,False,1994,1599.0,1647.0,-48.0,home_win
1994-11-13,Portugal,Austria,1.0,0.0,UEFA Euro qualification,False,1994,1866.0,1605.0,261.0,home_win
1994-11-30,South Africa,Ivory Coast,0.0,0.0,Simba Tournament,False,1994,1642.0,1647.0,-5.0,draw
1994-12-04,Ghana,Ivory Coast,1.0,1.0,Simba Tournament,True,1994,1645.0,1647.0,-2.0,draw
1994-12-14,Turkey,Switzerland,1.0,2.0,UEFA Euro qualification,False,1994,1617.0,1870.0,-253.0,away_win
1994-12-16,Tunisia,Algeria,1.0,0.0,Friendly,False,1994,1575.0,1583.0,-8.0,home_win
1994-12-17,Belgium,Spain,1.0,4.0,UEFA Euro qualification,False,1994,1766.0,1996.0,-230.0,away_win
1995-01-02,Tunisia,Egypt,2.0,0.0,Friendly,False,1995,1566.0,1628.0,-62.0,home_win
1995-01-06,Saudi Arabia,Mexico,0.0,2.0,Confederations Cup,False,1995,1585.0,1785.0,-200.0,away_win
1995-01-07,Senegal,Tunisia,0.0,0.0,African Cup of Nations qualification,False,1995,1458.0,1566.0,-108.0,draw
1995-01-08,Algeria,Egypt,1.0,0.0,African Cup of Nations qualification,False,1995,1575.0,1628.0,-53.0,home_win
1995-01-08,Japan,Argentina,1.0,5.0,Confederations Cup,True,1995,1630.0,1846.0,-216.0,away_win
1995-01-18,Netherlands,France,0.0,1.0,Friendly,False,1995,1916.0,1957.0,-41.0,away_win
1995-01-18,Spain,Uruguay,2.0,2.0,Friendly,False,1995,1987.0,1840.0,147.0,draw
1995-01-26,Canada,Portugal,1.0,1.0,Friendly,False,1995,1587.0,1865.0,-278.0,draw
1995-01-31,South Korea,Colombia,1.0,0.0,Lunar New Year Cup,True,1995,1617.0,1856.0,-239.0,home_win
1995-02-01,Mexico,Uruguay,1.0,0.0,Friendly,True,1995,1785.0,1840.0,-55.0,home_win
1995-02-11,Australia,Colombia,0.0,1.0,Friendly,False,1995,1710.0,1856.0,-146.0,away_win
1995-02-15,Australia,Japan,2.0,1.0,Friendly,False,1995,1710.0,1630.0,80.0,home_win
1995-02-21,Japan,South Korea,1.0,1.0,Dynasty Cup,True,1995,1630.0,1617.0,13.0,draw
1995-02-22,Netherlands,Portugal,0.0,1.0,Friendly,False,1995,1916.0,1865.0,51.0,away_win
1995-02-22,Spain,Germany,0.0,0.0,Friendly,False,1995,1987.0,2031.0,-44.0,draw
1995-02-26,Japan,South Korea,2.0,2.0,Dynasty Cup,True,1995,1630.0,1617.0,13.0,draw
1995-03-01,Morocco,Senegal,2.0,0.0,Friendly,False,1995,1577.0,1458.0,119.0,home_win
1995-03-08,Iraq,Uzbekistan,3.0,1.0,Nehru Cup,True,1995,1655.0,1721.0,-66.0,home_win
1995-03-22,Colombia,Uruguay,2.0,1.0,Friendly,False,1995,1856.0,1840.0,16.0,home_win
1995-03-25,United States,Uruguay,2.0,2.0,Friendly,False,1995,1715.0,1840.0,-125.0,draw
1995-03-29,England,Uruguay,0.0,0.0,Friendly,False,1995,1869.0,1840.0,29.0,draw
1995-03-29,Spain,Belgium,1.0,1.0,UEFA Euro qualification,False,1995,1987.0,1777.0,210.0,draw
1995-03-29,Turkey,Sweden,2.0,1.0,UEFA Euro qualification,False,1995,1759.0,1847.0,-88.0,home_win
1995-04-14,Egypt,Tunisia,1.0,0.0,Friendly,False,1995,1628.0,1566.0,62.0,home_win
1995-04-22,Belgium,United States,1.0,0.0,Friendly,False,1995,1777.0,1715.0,62.0,home_win
1995-04-26,Switzerland,Turkey,1.0,2.0,UEFA Euro qualification,False,1995,1830.0,1759.0,71.0,away_win
1995-05-13,South Africa,Argentina,1.0,1.0,Friendly,False,1995,1676.0,1846.0,-170.0,draw
1995-05-18,Morocco,Egypt,0.0,0.0,Friendly,False,1995,1577.0,1628.0,-51.0,draw
1995-05-21,Japan,Scotland,0.0,0.0,Kirin Cup,False,1995,1630.0,1781.0,-151.0,draw
1995-05-24,Ecuador,Scotland,1.0,2.0,Kirin Cup,True,1995,1672.0,1781.0,-109.0,away_win
1995-05-25,Norway,Ghana,3.0,2.0,Friendly,False,1995,1805.0,1660.0,145.0,home_win
1995-05-28,Japan,Ecuador,3.0,0.0,Kirin Cup,False,1995,1630.0,1672.0,-42.0,home_win
1995-06-03,England,Japan,2.0,1.0,Friendly,False,1995,1869.0,1630.0,239.0,home_win
1995-06-04,Brazil,Sweden,1.0,0.0,Friendly,True,1995,2114.0,1847.0,267.0,home_win
1995-06-04,Canada,Turkey,1.0,3.0,Friendly,False,1995,1587.0,1759.0,-172.0,away_win
1995-06-04,Ivory Coast,Morocco,2.0,0.0,African Cup of Nations qualification,False,1995,1652.0,1577.0,75.0,home_win
1995-06-06,Brazil,Japan,3.0,0.0,Friendly,True,1995,2114.0,1630.0,484.0,home_win
1995-06-07,Canada,Turkey,0.0,3.0,Friendly,False,1995,1587.0,1759.0,-172.0,away_win
1995-06-08,England,Sweden,3.0,3.0,Friendly,False,1995,1869.0,1847.0,22.0,draw
1995-06-10,Sweden,Japan,2.0,2.0,Friendly,True,1995,1847.0,1630.0,217.0,draw
1995-06-11,England,Brazil,1.0,3.0,Friendly,False,1995,1869.0,2114.0,-245.0,away_win
1995-06-14,Argentina,Paraguay,2.0,1.0,Friendly,False,1995,1846.0,1773.0,73.0,home_win
1995-06-18,Australia,Ghana,2.0,1.0,Friendly,False,1995,1710.0,1660.0,50.0,home_win
1995-06-18,United States,Mexico,4.0,0.0,USA Cup,False,1995,1715.0,1785.0,-70.0,home_win
1995-06-20,New Zealand,Turkey,1.0,2.0,Friendly,True,1995,1483.0,1759.0,-276.0,away_win
1995-06-21,Australia,Ghana,1.0,0.0,Friendly,False,1995,1710.0,1660.0,50.0,home_win
1995-06-21,Mexico,Colombia,0.0,0.0,USA Cup,True,1995,1785.0,1856.0,-71.0,draw
1995-06-22,Paraguay,New Zealand,3.0,2.0,Friendly,True,1995,1773.0,1483.0,290.0,home_win
1995-06-23,Switzerland,Germany,1.0,2.0,Friendly,False,1995,1830.0,2031.0,-201.0,away_win
1995-06-24,Australia,Ghana,0.0,1.0,Friendly,False,1995,1710.0,1660.0,50.0,away_win
1995-06-25,Uruguay,New Zealand,7.0,0.0,Friendly,False,1995,1840.0,1483.0,357.0,home_win
1995-06-25,United States,Colombia,0.0,0.0,USA Cup,False,1995,1715.0,1856.0,-141.0,draw
1995-06-28,Uruguay,New Zealand,2.0,2.0,Friendly,False,1995,1840.0,1483.0,357.0,draw
1995-06-30,Argentina,Australia,2.0,0.0,Friendly,False,1995,1846.0,1710.0,136.0,home_win
1995-06-30,Paraguay,Ecuador,1.0,0.0,Friendly,False,1995,1773.0,1672.0,101.0,home_win
1995-07-01,Ivory Coast,Ghana,2.0,0.0,Friendly,False,1995,1652.0,1660.0,-8.0,home_win
1995-07-06,Mexico,Paraguay,1.0,2.0,Copa América,True,1995,1785.0,1773.0,12.0,away_win
1995-07-07,Brazil,Ecuador,1.0,0.0,Copa América,True,1995,2114.0,1672.0,442.0,home_win
1995-07-09,Uruguay,Paraguay,1.0,0.0,Copa América,False,1995,1840.0,1773.0,67.0,home_win
1995-07-10,Colombia,Ecuador,1.0,0.0,Copa América,True,1995,1856.0,1672.0,184.0,home_win
1995-07-13,Brazil,Colombia,3.0,0.0,Copa América,True,1995,2114.0,1856.0,258.0,home_win
1995-07-13,Uruguay,Mexico,1.0,1.0,Copa América,False,1995,1840.0,1785.0,55.0,draw
1995-07-14,Argentina,United States,0.0,3.0,Copa América,True,1995,1846.0,1715.0,131.0,away_win
1995-07-14,Egypt,Algeria,1.0,1.0,African Cup of Nations qualification,False,1995,1628.0,1575.0,53.0,draw
1995-07-15,Tunisia,Senegal,4.0,0.0,African Cup of Nations qualification,False,1995,1566.0,1458.0,108.0,home_win
1995-07-16,Paraguay,Colombia,1.0,1.0,Copa América,True,1995,1773.0,1856.0,-83.0,draw
1995-07-17,Brazil,Argentina,2.0,2.0,Copa América,True,1995,2114.0,1846.0,268.0,draw
1995-07-17,United States,Mexico,0.0,0.0,Copa América,True,1995,1715.0,1785.0,-70.0,draw
1995-07-19,Uruguay,Colombia,2.0,0.0,Copa América,False,1995,1840.0,1856.0,-16.0,home_win
1995-07-20,United States,Brazil,0.0,1.0,Copa América,True,1995,1715.0,2114.0,-399.0,away_win
1995-07-22,Algeria,Tunisia,2.0,1.0,Friendly,False,1995,1575.0,1566.0,9.0,home_win
1995-07-22,Colombia,United States,4.0,1.0,Copa América,True,1995,1856.0,1715.0,141.0,home_win
1995-07-22,Norway,France,0.0,0.0,Friendly,False,1995,1805.0,1957.0,-152.0,draw
1995-07-23,Uruguay,Brazil,1.0,1.0,Copa América,False,1995,1840.0,2114.0,-274.0,draw
1995-08-09,Japan,Brazil,1.0,5.0,Friendly,False,1995,1630.0,2114.0,-484.0,away_win
1995-08-12,South Korea,Brazil,0.0,1.0,Friendly,False,1995,1617.0,2114.0,-497.0,away_win
1995-08-16,Sweden,United States,1.0,0.0,Friendly,False,1995,1847.0,1715.0,132.0,home_win
1995-08-23,Belgium,Germany,1.0,2.0,Friendly,False,1995,1777.0,2031.0,-254.0,away_win
1995-09-06,England,Colombia,0.0,0.0,Friendly,False,1995,1869.0,1856.0,13.0,draw
1995-09-06,Sweden,Switzerland,0.0,0.0,UEFA Euro qualification,False,1995,1847.0,1830.0,17.0,draw
1995-09-20,Japan,Paraguay,1.0,2.0,Friendly,False,1995,1630.0,1773.0,-143.0,away_win
1995-09-20,Spain,Argentina,2.0,1.0,Friendly,False,1995,1987.0,1846.0,141.0,home_win
1995-10-08,United States,Saudi Arabia,4.0,3.0,Friendly,False,1995,1715.0,1585.0,130.0,home_win
1995-10-11,Argentina,Colombia,0.0,0.0,Friendly,False,1995,1846.0,1856.0,-10.0,draw
1995-10-11,Austria,Portugal,1.0,1.0,UEFA Euro qualification,False,1995,1654.0,1865.0,-211.0,draw
1995-10-11,Brazil,Uruguay,2.0,0.0,Friendly,False,1995,2114.0,1840.0,274.0,home_win
1995-10-11,Mexico,Saudi Arabia,2.0,1.0,Friendly,True,1995,1785.0,1585.0,200.0,home_win
1995-10-11,Norway,England,0.0,0.0,Friendly,False,1995,1805.0,1869.0,-64.0,draw
1995-10-11,Sweden,Scotland,2.0,0.0,Friendly,False,1995,1847.0,1781.0,66.0,home_win
1995-10-24,Japan,Saudi Arabia,2.0,1.0,Friendly,False,1995,1630.0,1585.0,45.0,home_win
1995-10-28,Japan,Saudi Arabia,2.0,1.0,Friendly,False,1995,1630.0,1585.0,45.0,home_win
1995-10-31,South Korea,Saudi Arabia,1.0,1.0,Friendly,False,1995,1617.0,1585.0,32.0,draw
1995-11-05,Tunisia,Algeria,2.0,0.0,Friendly,False,1995,1566.0,1575.0,-9.0,home_win
1995-11-08,Argentina,Brazil,0.0,1.0,Friendly,False,1995,1846.0,2114.0,-268.0,away_win
1995-11-10,New Zealand,Australia,0.0,0.0,Trans-Tasman Cup,False,1995,1483.0,1710.0,-227.0,draw
1995-11-15,Australia,New Zealand,3.0,0.0,Trans-Tasman Cup,False,1995,1710.0,1483.0,227.0,home_win
1995-11-15,England,Switzerland,3.0,1.0,Friendly,False,1995,1869.0,1830.0,39.0,home_win
1995-11-15,Netherlands,Norway,3.0,0.0,UEFA Euro qualification,False,1995,1916.0,1805.0,111.0,home_win
1995-11-15,Sweden,Turkey,2.0,2.0,UEFA Euro qualification,False,1995,1847.0,1759.0,88.0,draw
1995-11-24,South Africa,Egypt,2.0,0.0,Simba Tournament,False,1995,1676.0,1628.0,48.0,home_win
1995-11-26,Algeria,Ivory Coast,0.0,0.0,Friendly,True,1995,1575.0,1652.0,-77.0,draw
1995-11-29,Mexico,Colombia,2.0,2.0,Friendly,True,1995,1785.0,1856.0,-71.0,draw
