date,home_team,away_team,home_score,away_score,tournament,neutral,year,home_elo,away_elo,elo_diff,result
1973-03-24,Iraq,New Zealand,4.0,0.0,FIFA World Cup qualification,True,1973,1576.0,1440.0,136.0,home_win
1973-03-28,Austria,Netherlands,1.0,0.0,Friendly,False,1973,1802.0,1834.0,-32.0,home_win
1973-04-08,Ghana,Senegal,3.0,2.0,African Cup of Nations qualification,False,1973,1564.0,1546.0,18.0,home_win
1973-04-21,Senegal,Ghana,1.0,0.0,African Cup of Nations qualification,False,1973,1546.0,1564.0,-18.0,home_win
1973-05-02,Netherlands,Spain,3.0,2.0,Friendly,False,1973,1834.0,1889.0,-55.0,home_win
1973-05-09,Switzerland,Turkey,0.0,0.0,FIFA World Cup qualification,False,1973,1700.0,1675.0,25.0,draw
1973-05-12,Haiti,Ecuador,1.0,2.0,Friendly,False,1973,1613.0,1441.0,172.0,away_win
1973-05-15,Haiti,Ecuador,1.0,0.0,Friendly,False,1973,1613.0,1441.0,172.0,home_win
1973-05-17,Argentina,Uruguay,1.0,1.0,Copa Lipton,False,1973,1892.0,1770.0,122.0,draw
1973-05-19,England,Scotland,1.0,0.0,British Home Championship,False,1973,1981.0,1808.0,173.0,home_win
1973-05-20,Ivory Coast,Morocco,1.0,1.0,FIFA World Cup qualification,False,1973,1674.0,1629.0,45.0,draw
1973-05-23,Sweden,Austria,3.0,2.0,FIFA World Cup qualification,False,1973,1884.0,1802.0,82.0,home_win
1973-05-23,Uruguay,Argentina,1.0,1.0,Copa Newton,False,1973,1770.0,1892.0,-122.0,draw
1973-05-27,Haiti,Colombia,1.0,2.0,Friendly,False,1973,1613.0,1469.0,144.0,away_win
1973-05-29,Haiti,Colombia,2.0,1.0,Friendly,False,1973,1613.0,1469.0,144.0,home_win
1973-06-03,Algeria,Brazil,0.0,2.0,Friendly,False,1973,1582.0,2134.0,-552.0,away_win
1973-06-03,Morocco,Ivory Coast,4.0,1.0,FIFA World Cup qualification,False,1973,1629.0,1674.0,-45.0,home_win
1973-06-06,Haiti,Uruguay,0.0,0.0,Friendly,False,1973,1613.0,1770.0,-157.0,draw
1973-06-06,Tunisia,Brazil,1.0,4.0,Friendly,False,1973,1717.0,2134.0,-417.0,away_win
1973-06-13,Austria,Brazil,1.0,1.0,Friendly,False,1973,1802.0,2134.0,-332.0,draw
1973-06-16,Germany,Brazil,0.0,1.0,Friendly,False,1973,2115.0,2134.0,-19.0,away_win
1973-06-21,Colombia,Ecuador,1.0,1.0,FIFA World Cup qualification,False,1973,1469.0,1441.0,28.0,draw
1973-06-22,Switzerland,Scotland,1.0,0.0,Friendly,False,1973,1700.0,1808.0,-108.0,home_win
1973-06-23,South Korea,Japan,2.0,0.0,Friendly,False,1973,1625.0,1460.0,165.0,home_win
1973-06-24,Colombia,Uruguay,0.0,0.0,FIFA World Cup qualification,False,1973,1469.0,1770.0,-301.0,draw
1973-06-25,Sweden,Brazil,1.0,0.0,Friendly,False,1973,1884.0,2134.0,-250.0,home_win
1973-06-28,Ecuador,Colombia,1.0,1.0,FIFA World Cup qualification,False,1973,1441.0,1469.0,-28.0,draw
1973-06-30,Scotland,Brazil,0.0,1.0,Friendly,False,1973,1808.0,2134.0,-326.0,away_win
1973-07-01,Ecuador,Uruguay,1.0,2.0,FIFA World Cup qualification,False,1973,1441.0,1770.0,-329.0,away_win
1973-07-05,Uruguay,Colombia,0.0,1.0,FIFA World Cup qualification,False,1973,1770.0,1469.0,301.0,away_win
1973-07-08,Uruguay,Ecuador,4.0,0.0,FIFA World Cup qualification,False,1973,1770.0,1441.0,329.0,home_win
1973-07-15,Ghana,Ivory Coast,0.0,3.0,African Cup of Nations qualification,False,1973,1564.0,1674.0,-110.0,away_win
1973-07-29,Ivory Coast,Ghana,1.0,0.0,African Cup of Nations qualification,False,1973,1674.0,1564.0,110.0,home_win
1973-08-05,Canada,United States,0.0,2.0,Friendly,False,1973,1518.0,1443.0,75.0,away_win
1973-08-05,Ghana,DR Congo,1.0,0.0,FIFA World Cup qualification,False,1973,1564.0,1760.0,-196.0,home_win
1973-08-12,New Zealand,Iran,0.0,0.0,Friendly,False,1973,1440.0,1600.0,-160.0,draw
1973-08-15,Algeria,Iraq,0.0,0.0,Palestine Cup,True,1973,1582.0,1576.0,6.0,draw
1973-08-15,Egypt,Tunisia,0.0,1.0,Palestine Cup,True,1973,1636.0,1717.0,-81.0,away_win
1973-08-18,Australia,Iran,3.0,0.0,FIFA World Cup qualification,False,1973,1673.0,1600.0,73.0,home_win
1973-08-19,DR Congo,Ghana,4.0,1.0,FIFA World Cup qualification,False,1973,1760.0,1564.0,196.0,home_win
1973-08-23,Iraq,Tunisia,0.0,2.0,Palestine Cup,True,1973,1576.0,1717.0,-141.0,away_win
1973-08-24,Iran,Australia,2.0,0.0,FIFA World Cup qualification,False,1973,1600.0,1673.0,-73.0,home_win
1973-08-25,Algeria,Iraq,0.0,0.0,Palestine Cup,True,1973,1582.0,1576.0,6.0,draw
1973-09-12,Norway,Netherlands,1.0,2.0,FIFA World Cup qualification,False,1973,1461.0,1834.0,-373.0,away_win
1973-09-16,Paraguay,Argentina,1.0,1.0,FIFA World Cup qualification,False,1973,1776.0,1892.0,-116.0,draw
1973-09-26,England,Austria,7.0,0.0,Friendly,False,1973,1981.0,1802.0,179.0,home_win
1973-10-07,Argentina,Paraguay,3.0,1.0,FIFA World Cup qualification,False,1973,1892.0,1776.0,116.0,home_win
1973-10-10,Germany,Austria,4.0,0.0,Friendly,False,1973,2115.0,1802.0,313.0,home_win
1973-10-13,Germany,France,2.0,1.0,Friendly,False,1973,2115.0,1771.0,344.0,home_win
1973-10-16,Mexico,United States,2.0,0.0,Friendly,False,1973,1725.0,1443.0,282.0,home_win
1973-10-17,Turkey,Spain,0.0,0.0,Friendly,False,1973,1675.0,1889.0,-214.0,draw
1973-10-28,Australia,South Korea,0.0,0.0,FIFA World Cup qualification,False,1973,1673.0,1625.0,48.0,draw
1973-10-31,Algeria,Morocco,2.0,0.0,Friendly,False,1973,1582.0,1629.0,-47.0,home_win
1973-10-31,Belgium,Norway,2.0,0.0,FIFA World Cup qualification,False,1973,1880.0,1461.0,419.0,home_win
1973-11-03,Haiti,United States,1.0,0.0,Friendly,False,1973,1613.0,1443.0,170.0,home_win
1973-11-05,Haiti,United States,1.0,0.0,Friendly,False,1973,1613.0,1443.0,170.0,home_win
1973-11-10,Haiti,Canada,5.0,1.0,Friendly,False,1973,1613.0,1518.0,95.0,home_win
1973-11-10,South Korea,Australia,2.0,2.0,FIFA World Cup qualification,False,1973,1625.0,1673.0,-48.0,draw
1973-11-12,Haiti,Canada,0.0,1.0,Friendly,False,1973,1613.0,1518.0,95.0,away_win
1973-11-13,Australia,South Korea,1.0,0.0,FIFA World Cup qualification,True,1973,1673.0,1625.0,48.0,home_win
1973-11-14,Scotland,Germany,1.0,1.0,Friendly,False,1973,1808.0,2115.0,-307.0,draw
1973-11-18,Netherlands,Belgium,0.0,0.0,FIFA World Cup qualification,False,1973,1834.0,1880.0,-46.0,draw
1973-11-18,Turkey,Switzerland,2.0,0.0,FIFA World Cup qualification,False,1973,1675.0,1700.0,-25.0,home_win
1973-11-24,Germany,Spain,2.0,1.0,Friendly,False,1973,2115.0,1889.0,226.0,home_win
1973-11-27,Austria,Sweden,1.0,2.0,FIFA World Cup qualification,True,1973,1802.0,1884.0,-82.0,away_win
1973-12-01,Haiti,Curaçao,3.0,0.0,CONCACAF Championship,False,1973,1613.0,1367.0,246.0,home_win
1973-12-08,Mexico,Curaçao,8.0,0.0,CONCACAF Championship,True,1973,1725.0,1367.0,358.0,home_win
1973-12-09,DR Congo,Morocco,3.0,0.0,FIFA World Cup qualification,False,1973,1760.0,1629.0,131.0,home_win
1973-12-18,Haiti,Mexico,0.0,1.0,CONCACAF Championship,False,1973,1613.0,1725.0,-112.0,away_win
1974-01-20,Iran,Turkey,0.0,1.0,Friendly,True,1974,1668.0,1667.0,1.0,away_win
1974-02-22,Iraq,Morocco,0.0,0.0,Friendly,False,1974,1580.0,1728.0,-148.0,draw
1974-02-23,Spain,Germany,1.0,0.0,Friendly,False,1974,1926.0,2130.0,-204.0,home_win
1974-02-24,Iraq,Morocco,0.0,0.0,Friendly,False,1974,1580.0,1728.0,-148.0,draw
1974-02-27,Qatar,Morocco,0.0,1.0,Friendly,False,1974,990.0,1728.0,-738.0,away_win
1974-03-06,Egypt,Ivory Coast,2.0,0.0,African Cup of Nations,False,1974,1669.0,1539.0,130.0,home_win
1974-03-06,Saudi Arabia,Morocco,0.0,0.0,Friendly,False,1974,1345.0,1728.0,-383.0,draw
1974-03-09,Egypt,DR Congo,2.0,3.0,African Cup of Nations,False,1974,1669.0,1706.0,-37.0,away_win
1974-03-16,Qatar,Saudi Arabia,0.0,2.0,Gulf Cup,True,1974,990.0,1345.0,-355.0,away_win
1974-03-23,Haiti,Uruguay,0.0,1.0,Friendly,False,1974,1548.0,1703.0,-155.0,away_win
1974-03-25,Haiti,Uruguay,0.0,0.0,Friendly,False,1974,1548.0,1703.0,-155.0,draw
1974-03-26,Qatar,Saudi Arabia,1.0,3.0,Gulf Cup,True,1974,990.0,1345.0,-355.0,away_win
1974-03-27,Germany,Scotland,2.0,1.0,Friendly,False,1974,2130.0,1880.0,250.0,home_win
1974-03-27,Netherlands,Austria,1.0,1.0,Friendly,False,1974,2091.0,1842.0,249.0,draw
1974-03-31,Brazil,Mexico,1.0,1.0,Friendly,False,1974,2036.0,1742.0,294.0,draw
1974-04-03,Portugal,England,0.0,0.0,Friendly,False,1974,1859.0,1976.0,-117.0,draw
1974-04-07,Morocco,Algeria,2.0,0.0,Friendly,False,1974,1728.0,1531.0,197.0,home_win
1974-04-21,Brazil,Haiti,4.0,0.0,Friendly,False,1974,2036.0,1548.0,488.0,home_win
1974-05-01,Brazil,Austria,0.0,0.0,Friendly,False,1974,2036.0,1842.0,194.0,draw
1974-05-01,Germany,Sweden,2.0,0.0,Friendly,False,1974,2130.0,1836.0,294.0,home_win
1974-05-01,Switzerland,Belgium,0.0,1.0,Friendly,False,1974,1695.0,1905.0,-210.0,away_win
1974-05-12,Brazil,Paraguay,2.0,0.0,Friendly,False,1974,2036.0,1766.0,270.0,home_win
1974-05-18,France,Argentina,0.0,1.0,Friendly,False,1974,1790.0,1858.0,-68.0,away_win
1974-05-18,Scotland,England,2.0,0.0,British Home Championship,False,1974,1880.0,1976.0,-96.0,home_win
1974-05-22,England,Argentina,2.0,2.0,Friendly,False,1974,1976.0,1858.0,118.0,draw
1974-05-26,Netherlands,Argentina,4.0,1.0,Friendly,False,1974,2091.0,1858.0,233.0,home_win
1974-06-01,Belgium,Scotland,2.0,1.0,Friendly,False,1974,1905.0,1880.0,25.0,home_win
1974-06-02,Tunisia,Iraq,2.0,1.0,Friendly,False,1974,1631.0,1580.0,51.0,home_win
1974-06-06,Norway,Scotland,1.0,2.0,Friendly,False,1974,1463.0,1880.0,-417.0,away_win
1974-06-09,Sweden,Switzerland,0.0,0.0,Friendly,False,1974,1836.0,1695.0,141.0,draw
1974-06-14,DR Congo,Scotland,0.0,2.0,FIFA World Cup,True,1974,1706.0,1880.0,-174.0,away_win
1974-06-15,Uruguay,Netherlands,0.0,2.0,FIFA World Cup,True,1974,1703.0,2091.0,-388.0,away_win
1974-06-18,Germany,Australia,3.0,0.0,FIFA World Cup,False,1974,2130.0,1676.0,454.0,home_win
1974-06-18,Scotland,Brazil,0.0,0.0,FIFA World Cup,True,1974,1880.0,2036.0,-156.0,draw
1974-06-19,Netherlands,Sweden,0.0,0.0,FIFA World Cup,True,1974,2091.0,1836.0,255.0,draw
1974-06-22,DR Congo,Brazil,0.0,3.0,FIFA World Cup,True,1974,1706.0,2036.0,-330.0,away_win
1974-06-23,Argentina,Haiti,4.0,1.0,FIFA World Cup,True,1974,1858.0,1548.0,310.0,home_win
1974-06-23,Sweden,Uruguay,3.0,0.0,FIFA World Cup,True,1974,1836.0,1703.0,133.0,home_win
1974-06-26,Netherlands,Argentina,4.0,0.0,FIFA World Cup,True,1974,2091.0,1858.0,233.0,home_win
1974-06-30,Argentina,Brazil,1.0,2.0,FIFA World Cup,True,1974,1858.0,2036.0,-178.0,away_win
1974-06-30,Germany,Sweden,4.0,2.0,FIFA World Cup,False,1974,2130.0,1836.0,294.0,home_win
1974-07-03,Netherlands,Brazil,2.0,0.0,FIFA World Cup,True,1974,2091.0,2036.0,55.0,home_win
1974-07-07,Germany,Netherlands,2.0,1.0,FIFA World Cup,False,1974,2130.0,2091.0,39.0,home_win
1974-08-08,Sweden,Norway,2.0,1.0,Nordic Championship,False,1974,1836.0,1463.0,373.0,home_win
1974-09-04,Sweden,Netherlands,1.0,5.0,Friendly,False,1974,1836.0,2091.0,-255.0,away_win
1974-09-04,Switzerland,Germany,1.0,2.0,Friendly,False,1974,1695.0,2130.0,-435.0,away_win
1974-09-05,Mexico,United States,3.0,1.0,Friendly,False,1974,1742.0,1435.0,307.0,home_win
1974-09-08,United States,Mexico,0.0,1.0,Friendly,False,1974,1435.0,1742.0,-307.0,away_win
1974-09-09,Iraq,South Korea,1.0,1.0,Asian Games,True,1974,1580.0,1540.0,40.0,draw
1974-09-11,Ivory Coast,Ghana,1.0,1.0,Friendly,False,1974,1539.0,1605.0,-66.0,draw
1974-09-11,Iran,South Korea,2.0,0.0,Asian Games,False,1974,1668.0,1540.0,128.0,home_win
1974-09-13,Iran,Iraq,1.0,0.0,Asian Games,False,1974,1668.0,1580.0,88.0,home_win
1974-09-28,Japan,South Korea,4.0,1.0,Friendly,False,1974,1473.0,1540.0,-67.0,home_win
1974-09-29,Algeria,Jordan,6.0,0.0,Kuneitra Cup,True,1974,1531.0,1124.0,407.0,home_win
1974-10-01,Morocco,Tunisia,3.0,1.0,Kuneitra Cup,True,1974,1728.0,1631.0,97.0,home_win
1974-10-03,Algeria,Tunisia,0.0,1.0,Kuneitra Cup,True,1974,1531.0,1631.0,-100.0,away_win
1974-10-09,Netherlands,Switzerland,1.0,0.0,Friendly,False,1974,2091.0,1695.0,396.0,home_win
1974-10-12,Argentina,Spain,1.0,1.0,Friendly,False,1974,1858.0,1926.0,-68.0,draw
1974-10-12,Belgium,France,2.0,1.0,UEFA Euro qualification,False,1974,1905.0,1790.0,115.0,home_win
1974-10-31,Algeria,Morocco,0.0,0.0,Friendly,False,1974,1531.0,1728.0,-197.0,draw
1974-11-13,Switzerland,Portugal,3.0,0.0,Friendly,False,1974,1695.0,1859.0,-164.0,home_win
1974-11-13,Turkey,Austria,0.0,1.0,Friendly,False,1974,1667.0,1842.0,-175.0,away_win
1974-11-20,England,Portugal,0.0,0.0,UEFA Euro qualification,False,1974,1976.0,1859.0,117.0,draw
1974-11-20,Scotland,Spain,1.0,2.0,UEFA Euro qualification,False,1974,1880.0,1926.0,-46.0,away_win
1974-12-01,Turkey,Switzerland,2.0,1.0,UEFA Euro qualification,False,1974,1667.0,1695.0,-28.0,home_win
1975-01-01,Iraq,Tunisia,0.0,0.0,Friendly,False,1975,1579.0,1595.0,-16.0,draw
1975-02-05,Spain,Scotland,1.0,1.0,UEFA Euro qualification,False,1975,1914.0,1899.0,15.0,draw
1975-03-02,Morocco,Tunisia,0.0,0.0,Friendly,False,1975,1729.0,1595.0,134.0,draw
1975-03-09,Brazil,Portugal,2.0,1.0,Friendly,False,1975,2026.0,1846.0,180.0,home_win
1975-03-12,England,Germany,2.0,0.0,Friendly,False,1975,1978.0,2096.0,-118.0,home_win
1975-03-22,Morocco,Senegal,4.0,0.0,African Cup of Nations qualification,False,1975,1729.0,1543.0,186.0,home_win
1975-03-22,Senegal,Morocco,2.0,1.0,African Cup of Nations qualification,False,1975,1543.0,1729.0,-186.0,home_win
1975-03-23,Tunisia,Algeria,1.0,1.0,African Cup of Nations qualification,False,1975,1595.0,1562.0,33.0,draw
1975-04-02,Iraq,Qatar,1.0,0.0,AFC Asian Cup qualification,False,1975,1579.0,1023.0,556.0,home_win
1975-04-04,Saudi Arabia,Qatar,2.0,1.0,AFC Asian Cup qualification,True,1975,1327.0,1023.0,304.0,home_win
1975-04-06,Algeria,Tunisia,1.0,2.0,African Cup of Nations qualification,False,1975,1562.0,1595.0,-33.0,away_win
1975-04-06,Iraq,Saudi Arabia,1.0,1.0,AFC Asian Cup qualification,False,1975,1579.0,1327.0,252.0,draw
1975-04-10,Iraq,Qatar,3.0,0.0,AFC Asian Cup qualification,False,1975,1579.0,1023.0,556.0,home_win
1975-04-12,Iraq,Saudi Arabia,2.0,1.0,AFC Asian Cup qualification,False,1975,1579.0,1327.0,252.0,home_win
1975-04-14,Saudi Arabia,Qatar,0.0,1.0,AFC Asian Cup qualification,True,1975,1327.0,1023.0,304.0,away_win
1975-04-16,Sweden,Scotland,1.0,1.0,Friendly,False,1975,1828.0,1899.0,-71.0,draw
1975-04-26,France,Portugal,0.0,2.0,Friendly,False,1975,1766.0,1846.0,-80.0,away_win
1975-04-26,Senegal,Ivory Coast,1.0,0.0,Friendly,False,1975,1543.0,1487.0,56.0,home_win
1975-04-30,Belgium,Netherlands,1.0,0.0,Friendly,False,1975,1888.0,2043.0,-155.0,home_win
1975-04-30,Switzerland,Turkey,1.0,1.0,UEFA Euro qualification,False,1975,1664.0,1667.0,-3.0,draw
1975-05-13,Scotland,Portugal,1.0,0.0,Friendly,False,1975,1899.0,1846.0,53.0,home_win
1975-05-17,Germany,Netherlands,1.0,1.0,Friendly,False,1975,2096.0,2043.0,53.0,draw
1975-05-19,Sweden,Algeria,4.0,0.0,Friendly,False,1975,1828.0,1562.0,266.0,home_win
1975-05-24,England,Scotland,5.0,1.0,British Home Championship,False,1975,1978.0,1899.0,79.0,home_win
1975-06-12,Paraguay,Uruguay,0.0,1.0,Copa Artigas,False,1975,1674.0,1704.0,-30.0,away_win
1975-06-19,Uruguay,Paraguay,0.0,1.0,Copa Artigas,False,1975,1704.0,1674.0,30.0,away_win
1975-06-29,Ghana,Morocco,2.0,0.0,African Cup of Nations qualification,False,1975,1664.0,1729.0,-65.0,home_win
1975-06-30,Sweden,Norway,3.0,1.0,UEFA Euro qualification,False,1975,1828.0,1464.0,364.0,home_win
1975-07-12,Egypt,DR Congo,3.0,2.0,Friendly,True,1975,1706.0,1674.0,32.0,home_win
1975-07-13,Morocco,Ghana,2.0,0.0,African Cup of Nations qualification,False,1975,1729.0,1664.0,65.0,home_win
1975-07-18,Uruguay,Argentina,2.0,3.0,Copa Newton,False,1975,1704.0,1873.0,-169.0,away_win
1975-07-20,Colombia,Paraguay,1.0,0.0,Copa América,False,1975,1627.0,1674.0,-47.0,home_win
1975-07-24,Ecuador,Paraguay,2.0,2.0,Copa América,False,1975,1412.0,1674.0,-262.0,draw
1975-07-27,Ecuador,Colombia,1.0,3.0,Copa América,False,1975,1412.0,1627.0,-215.0,away_win
1975-07-30,Paraguay,Colombia,0.0,1.0,Copa América,False,1975,1674.0,1627.0,47.0,away_win
1975-08-06,Brazil,Argentina,2.0,1.0,Copa América,False,1975,2026.0,1873.0,153.0,home_win
1975-08-06,Ghana,Ivory Coast,3.0,1.0,Friendly,False,1975,1664.0,1487.0,177.0,home_win
1975-08-07,Colombia,Ecuador,2.0,0.0,Copa América,False,1975,1627.0,1412.0,215.0,home_win
1975-08-09,Japan,South Korea,1.0,3.0,Merdeka Tournament,True,1975,1478.0,1635.0,-157.0,away_win
1975-08-10,Ghana,Ivory Coast,0.0,0.0,Friendly,False,1975,1664.0,1487.0,177.0,draw
1975-08-10,Paraguay,Ecuador,3.0,1.0,Copa América,False,1975,1674.0,1412.0,262.0,home_win
1975-08-13,Norway,Sweden,0.0,2.0,UEFA Euro qualification,False,1975,1464.0,1828.0,-364.0,away_win
1975-08-15,Panama,Haiti,2.0,0.0,Friendly,False,1975,1233.0,1512.0,-279.0,home_win
1975-08-16,Argentina,Brazil,0.0,1.0,Copa América,False,1975,1873.0,2026.0,-153.0,away_win
1975-08-17,Panama,Haiti,1.0,1.0,Friendly,False,1975,1233.0,1512.0,-279.0,draw
1975-08-21,Argentina,United States,6.0,0.0,Friendly,True,1975,1873.0,1410.0,463.0,home_win
1975-08-24,Mexico,United States,2.0,0.0,Friendly,False,1975,1750.0,1410.0,340.0,home_win
1975-08-31,Mexico,Argentina,1.0,1.0,Friendly,False,1975,1750.0,1873.0,-123.0,draw
1975-09-03,Austria,Germany,0.0,2.0,Friendly,False,1975,1797.0,2096.0,-299.0,away_win
1975-09-03,Switzerland,England,1.0,2.0,Friendly,False,1975,1664.0,1978.0,-314.0,away_win
1975-09-08,South Korea,Japan,3.0,0.0,Friendly,False,1975,1635.0,1478.0,157.0,home_win
1975-09-21,Colombia,Uruguay,3.0,0.0,Copa América,False,1975,1627.0,1704.0,-77.0,home_win
1975-10-01,Uruguay,Colombia,1.0,0.0,Copa América,False,1975,1704.0,1627.0,77.0,home_win
1975-11-15,France,Belgium,0.0,0.0,UEFA Euro qualification,False,1975,1766.0,1888.0,-122.0,draw
1975-11-19,Portugal,England,1.0,1.0,UEFA Euro qualification,False,1975,1846.0,1978.0,-132.0,draw
1975-12-20,Turkey,Germany,0.0,5.0,Friendly,False,1975,1667.0,2096.0,-429.0,away_win
1975-12-23,Egypt,Saudi Arabia,2.0,1.0,Palestine Cup,True,1975,1706.0,1327.0,379.0,home_win
1975-12-23,Tunisia,Iraq,1.0,1.0,Palestine Cup,False,1975,1595.0,1579.0,16.0,draw
1975-12-28,Egypt,Iraq,1.0,0.0,Palestine Cup,True,1975,1706.0,1579.0,127.0,home_win
1976-01-09,Saudi Arabia,Algeria,1.0,3.0,Friendly,False,1976,1363.0,1528.0,-165.0,away_win
1976-02-08,Iraq,Turkey,0.0,0.0,Friendly,False,1976,1513.0,1683.0,-170.0,draw
1976-02-20,Saudi Arabia,Morocco,0.0,2.0,Friendly,False,1976,1363.0,1696.0,-333.0,away_win
1976-02-25,Paraguay,Argentina,2.0,3.0,Copa Félix Bogado,False,1976,1697.0,1922.0,-225.0,away_win
1976-02-25,Uruguay,Brazil,1.0,2.0,Copa Rio Branco,False,1976,1670.0,2092.0,-422.0,away_win
1976-02-27,Argentina,Brazil,1.0,2.0,Copa Roca,False,1976,1922.0,2092.0,-170.0,away_win
1976-02-28,Tunisia,Sweden,1.0,1.0,Friendly,False,1976,1630.0,1812.0,-182.0,draw
1976-02-29,New Zealand,Australia,0.0,1.0,Friendly,False,1976,1465.0,1685.0,-220.0,away_win
1976-03-02,Algeria,Sweden,0.0,2.0,Friendly,False,1976,1528.0,1812.0,-284.0,away_win
1976-03-02,Australia,New Zealand,3.0,1.0,Friendly,False,1976,1685.0,1465.0,220.0,home_win
1976-03-04,Morocco,DR Congo,1.0,0.0,African Cup of Nations,True,1976,1696.0,1616.0,80.0,home_win
1976-03-09,Egypt,Morocco,1.0,2.0,African Cup of Nations,True,1976,1643.0,1696.0,-53.0,away_win
1976-03-10,Uruguay,Paraguay,2.0,2.0,Atlantic Cup,False,1976,1670.0,1697.0,-27.0,draw
1976-03-21,Ivory Coast,Senegal,4.0,1.0,Friendly,False,1976,1500.0,1503.0,-3.0,home_win
1976-03-26,Qatar,Saudi Arabia,1.0,0.0,Gulf Cup,False,1976,1122.0,1363.0,-241.0,home_win
1976-04-01,Iraq,Saudi Arabia,7.0,1.0,Gulf Cup,True,1976,1513.0,1363.0,150.0,home_win
1976-04-03,Qatar,Iraq,0.0,0.0,Gulf Cup,False,1976,1122.0,1513.0,-391.0,draw
1976-04-07,Paraguay,Brazil,1.0,1.0,Copa Oswaldo Cruz,False,1976,1697.0,2092.0,-395.0,draw
1976-04-07,Scotland,Switzerland,1.0,0.0,Friendly,False,1976,1936.0,1607.0,329.0,home_win
1976-04-08,Argentina,Uruguay,4.0,1.0,Copa Lipton,False,1976,1922.0,1670.0,252.0,home_win
1976-04-24,Spain,Germany,1.0,1.0,UEFA Euro qualification,False,1976,1922.0,2135.0,-213.0,draw
1976-04-25,Netherlands,Belgium,5.0,0.0,UEFA Euro qualification,False,1976,2030.0,1876.0,154.0,home_win
1976-04-28,Argentina,Paraguay,2.0,2.0,Copa Félix Bogado,False,1976,1922.0,1697.0,225.0,draw
1976-04-28,Austria,Sweden,1.0,0.0,Friendly,False,1976,1813.0,1812.0,1.0,home_win
1976-04-28,Brazil,Uruguay,2.0,1.0,Copa Rio Branco,False,1976,2092.0,1670.0,422.0,home_win
1976-05-15,Scotland,England,2.0,1.0,British Home Championship,False,1976,1936.0,1962.0,-26.0,home_win
1976-05-19,Brazil,Argentina,2.0,0.0,Copa Roca,False,1976,2092.0,1922.0,170.0,home_win
1976-05-19,Paraguay,Uruguay,1.0,0.0,Atlantic Cup,False,1976,1697.0,1670.0,27.0,home_win
1976-05-22,Belgium,Netherlands,1.0,2.0,UEFA Euro qualification,False,1976,1876.0,2030.0,-154.0,away_win
1976-05-22,Germany,Spain,2.0,0.0,UEFA Euro qualification,False,1976,2135.0,1922.0,213.0,home_win
1976-05-23,Brazil,England,1.0,0.0,Friendly,True,1976,2092.0,1962.0,130.0,home_win
1976-06-04,Iran,Iraq,2.0,0.0,AFC Asian Cup,False,1976,1705.0,1513.0,192.0,home_win
1976-06-04,Mexico,Brazil,0.0,3.0,Friendly,False,1976,1709.0,2092.0,-383.0,away_win
1976-06-09,Brazil,Paraguay,3.0,1.0,Copa Oswaldo Cruz,False,1976,2092.0,1697.0,395.0,home_win
1976-06-09,Uruguay,Argentina,0.0,3.0,Copa Newton,False,1976,1670.0,1922.0,-252.0,away_win
1976-06-16,Sweden,Norway,2.0,0.0,FIFA World Cup qualification,False,1976,1812.0,1486.0,326.0,home_win
1976-07-30,Curaçao,Haiti,1.0,2.0,CONCACAF Championship qualification,True,1976,1341.0,1583.0,-242.0,away_win
1976-08-14,Haiti,Curaçao,7.0,0.0,CONCACAF Championship qualification,False,1976,1583.0,1341.0,242.0,home_win
1976-08-18,Japan,South Korea,0.0,0.0,Merdeka Tournament,True,1976,1465.0,1629.0,-164.0,draw
1976-09-05,Saudi Arabia,Iraq,0.0,0.0,Friendly,False,1976,1363.0,1513.0,-150.0,draw
1976-09-08,Norway,Switzerland,1.0,0.0,FIFA World Cup qualification,False,1976,1486.0,1607.0,-121.0,home_win
1976-09-09,Ivory Coast,Ghana,3.0,1.0,Friendly,False,1976,1500.0,1644.0,-144.0,home_win
1976-09-12,Saudi Arabia,Morocco,0.0,2.0,Friendly,False,1976,1363.0,1696.0,-333.0,away_win
1976-09-22,Austria,Switzerland,3.0,1.0,Friendly,False,1976,1813.0,1607.0,206.0,home_win
1976-09-22,Norway,Sweden,3.0,2.0,Nordic Championship,False,1976,1486.0,1812.0,-326.0,home_win
1976-09-23,South Korea,New Zealand,2.0,0.0,Korea Cup,False,1976,1629.0,1465.0,164.0,home_win
1976-09-24,Canada,United States,1.0,1.0,CONCACAF Championship qualification,False,1976,1511.0,1438.0,73.0,draw
1976-09-30,Saudi Arabia,Tunisia,0.0,1.0,Friendly,False,1976,1363.0,1630.0,-267.0,away_win
1976-10-03,United States,Mexico,0.0,0.0,CONCACAF Championship qualification,False,1976,1438.0,1709.0,-271.0,draw
1976-10-09,Switzerland,Sweden,1.0,2.0,FIFA World Cup qualification,False,1976,1607.0,1812.0,-205.0,away_win
1976-10-10,Canada,Mexico,1.0,0.0,CONCACAF Championship qualification,False,1976,1511.0,1709.0,-198.0,home_win
1976-10-15,Colombia,Uruguay,1.0,2.0,Friendly,False,1976,1615.0,1670.0,-55.0,away_win
1976-10-15,Mexico,United States,3.0,0.0,CONCACAF Championship qualification,False,1976,1709.0,1438.0,271.0,home_win
1976-10-20,Ecuador,Uruguay,2.0,2.0,Friendly,False,1976,1416.0,1670.0,-254.0,draw
